Retailer,Csr_id,Chat_id,Conversa,Necessidade de transbordo,Transferência,Realmente teve necessidade de transbordar?,Agente agiu corretamente?,Motivo do transbordo,Abandono,Problema mapeado,Detalhe do assunto,Precisa de atenção?,Observação,Alimentar base de conhecimento com:
crocs,Lye8np46Xk3t,gBJwSTsws3Ik,"CLIENTE - 05/01/2026 16:01:17 - Olá tudo bem?

O código do meu atendimento é: @b08bea36-vEzKmXwflw-1

ATENDENTE BOT - 05/01/2026 16:01:23 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 05/01/2026 16:01:24 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 16:01:36 - Tiffani Maria Ferreira Bento

ATENDENTE BOT - 05/01/2026 16:01:41 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 16:01:50 - Ajuda

CLIENTE - 05/01/2026 16:02:03 - Já comprei

CLIENTE - 05/01/2026 16:02:20 - Outros assuntos

WHIZZ PÓS-VENDAS - 05/01/2026 16:02:32 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 16:02:52 - Meu pedido foi entregue no endereço errado

WHIZZ PÓS-VENDAS - 05/01/2026 16:03:11 - Entendo a situação, Tiffani! 💚 Para que eu possa verificar o que aconteceu com a entrega do seu pedido, por favor, poderia me informar o número do pedido ou o e-mail usado na compra? Assim consigo te ajudar melhor! 😊

CLIENTE - 05/01/2026 16:03:53 - tiffanibento224@gmail.com 

Número do pedido: AB821991489BR

WHIZZ PÓS-VENDAS - 05/01/2026 16:04:21 - Tiffani, o pedido com o número AB821991489BR não foi encontrado no sistema. 💚

WHIZZ PÓS-VENDAS - 05/01/2026 16:04:21 - Porém, encontrei outros pedidos no seu nome:

WHIZZ PÓS-VENDAS - 05/01/2026 16:04:21 - Um pedido com Sandália Crocs Bayaband Clog CHARCOAL/MULTI 42, que foi enviado, mas a entrega estava prevista para 02/01/2026, já passou do prazo e pode estar atrasada.

WHIZZ PÓS-VENDAS - 05/01/2026 16:04:21 - Outro pedido com Sandália Crocs Bayaband Clog CHARCOAL/MULTI 40 e Sacola P, que foi entregue.

WHIZZ PÓS-VENDAS - 05/01/2026 16:04:22 - Você poderia verificar se algum desses pedidos é o que você está se referindo? Assim posso ajudar melhor com a questão da entrega no endereço errado. 😊

CLIENTE - 05/01/2026 16:05:17 - Sim está atrasada
Mas eu coloco o número do pedido e mostra que foi entregue

CLIENTE - 05/01/2026 16:05:24 - Mas entregue no endereço errado

WHIZZ PÓS-VENDAS - 05/01/2026 16:05:44 - Entendi, Tiffani! 💚 Como o sistema mostra que o pedido foi entregue, mas no endereço errado, o ideal é abrir uma solicitação de troca ou devolução para resolver essa situação.

WHIZZ PÓS-VENDAS - 05/01/2026 16:05:44 - Posso te ajudar a verificar o status de troca ou devolução do seu pedido, se desejar. Para isso, poderia confirmar o número do pedido que você quer que eu verifique?

CLIENTE - 05/01/2026 16:06:22 - 1580862302739-01

WHIZZ PÓS-VENDAS - 05/01/2026 16:06:49 - Tiffani, para resolver a entrega no endereço errado, você pode solicitar a troca ou devolução do produto comprado no site da Crocs. 💚

WHIZZ PÓS-VENDAS - 05/01/2026 16:06:49 - Para isso, acesse https://crocs.troque.app.br, informe seu e-mail ou CPF e o número do pedido (1580862302739-01), e siga o passo a passo para iniciar a solicitação.

WHIZZ PÓS-VENDAS - 05/01/2026 16:06:49 - Lembre-se que:
O prazo para solicitar devolução por arrependimento é de 7 dias corridos a partir do recebimento.
Trocas por defeito ou avaria podem ser feitas em até 90 dias corridos da nota fiscal.
O produto deve estar sem uso, com etiquetas e embalagens originais.

WHIZZ PÓS-VENDAS - 05/01/2026 16:06:49 - Se precisar de mais informações, estou aqui para ajudar! 😊💚

CLIENTE - 05/01/2026 16:07:40 - O produto não está comigo
Eu já fiz a troca, mas a troca foi entregue no endereço errado

WHIZZ PÓS-VENDAS - 05/01/2026 16:08:04 - Tiffani, a troca do pedido 1580862302739-01 foi entregue, conforme o status do sistema, mas entendo que foi no endereço errado. 💚

WHIZZ PÓS-VENDAS - 05/01/2026 16:08:04 - O código de rastreamento da entrega é AB821991489BR pelos Correios Sedex.

WHIZZ PÓS-VENDAS - 05/01/2026 16:08:04 - Se precisar de orientação para os próximos passos ou suporte, estou aqui para ajudar! 😊

CLIENTE - 05/01/2026 16:35:35 - Quero falar com atendente

WHIZZ - 05/01/2026 16:35:51 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Sim,Não,,,,,,,,,
crocs,XaGHba0phwoJ,kO8wlgdVCTzR,"CLIENTE - 05/01/2026 18:57:00 - Olá, gostaria de ser atendido.

O código do meu atendimento é: @295b6ce3-vEzKmXwflw-5

ATENDENTE BOT - 05/01/2026 18:57:06 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 05/01/2026 18:57:07 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 18:57:11 - Então eu pedi uma crocs pelo site da crocs

ATENDENTE BOT - 05/01/2026 18:57:15 - Poxa, esse não parece um nome válido. Vamos tentar novamente.

ATENDENTE BOT - 05/01/2026 18:57:16 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 18:57:18 - Melissa

ATENDENTE BOT - 05/01/2026 18:57:22 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 18:57:42 - Melissa

ATENDENTE BOT - 05/01/2026 18:57:45 - Não consegui entender a sua resposta. 😥😕 Poderia digitar apenas uma das opções exibidas?

CLIENTE - 05/01/2026 18:58:03 - Ajuda

CLIENTE - 05/01/2026 18:58:12 - Já comprei

CLIENTE - 05/01/2026 18:58:26 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 18:58:41 - Oi, Melissa! Para consultar o status do seu pedido, preciso que você me informe o e-mail usado na compra ou o número do pedido, por favor 💚😊

CLIENTE - 05/01/2026 18:59:02 - angelicalmleao@gmail.com

WHIZZ PÓS-VENDAS - 05/01/2026 18:59:24 - Melissa, seu pedido da Sandália Crocs Classic Clog QUARTZ 36 foi enviado e está a caminho! 💚 A última atualização foi há 8 dias, e a entrega está prevista para o dia 15 de janeiro, daqui a 10 dias. O código de rastreamento é AB876824477BR para você acompanhar o envio. Qualquer coisa, estou aqui para ajudar! 😊

CLIENTE - 05/01/2026 19:00:29 - Obrigado

WHIZZ PÓS-VENDAS - 05/01/2026 19:00:50 - Que bom que pude ajudar, Melissa! 💚😊 Se precisar de mais alguma coisa, é só chamar.

CLIENTE - 05/01/2026 19:02:20 - Quero comprar 🛒

WHIZZ PÓS-VENDAS - 05/01/2026 19:02:39 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

WHIZZ - 05/01/2026 19:02:59 - Claro, Melissa! 💚 Para te ajudar a escolher, me conta: qual modelo ou estilo de Crocs você gosta mais? E qual tamanho você usa? Assim, consigo encontrar as melhores opções para você! 😊

CLIENTE - 05/01/2026 19:03:06 - Gostaria de comprar jibtiz

WHIZZ - 05/01/2026 19:03:22 - Você está falando dos ""Jibbitz"", né? Esses acessórios incríveis para personalizar seus Crocs! 😊 Qual o tamanho do seu Crocs para eu te mostrar os Jibbitz que combinam? E tem alguma cor ou tema que você prefere? 💚

CLIENTE - 05/01/2026 19:03:29 - Eu calço 36

CLIENTE - 05/01/2026 19:03:37 - Gosto de cores claras

WHIZZ - 05/01/2026 19:03:58 - Encontrei uma opção incrível de Jibbitz para você, Melissa! 💚

WHIZZ - 05/01/2026 19:04:01 - Esse Jibbitz vem em tamanho único, cor única e estampa única. Posso adicionar ao seu carrinho? 😊

CLIENTE - 05/01/2026 19:04:28 - Me mostre mais

WHIZZ - 05/01/2026 19:04:37 - Atualmente, não encontrei Jibbitz em cores claras, mas posso te mostrar um Crocs infantil super fofo com tema Disney Princess! 🌟

WHIZZ - 05/01/2026 19:04:40 - Gostaria de ver mais opções de Jibbitz ou outros modelos de Crocs? 💚

WHIZZ - 05/01/2026 19:04:59 - Atualmente, a única opção de Jibbitz em cores claras que encontrei é o modelo Disney Princess Classic Clog Juvenil, que já te mostrei. Ele está disponível em 10 tamanhos, do 31 ao 34. 💚

WHIZZ - 05/01/2026 19:04:59 - Se quiser, posso ajudar a encontrar outros modelos de Crocs ou Jibbitz em diferentes cores ou estilos. O que você prefere? 😊

WHIZZ - 05/01/2026 19:25:00 - Vamos retomar nossa conversa?",Não,Não,,,,,,,,,
crocs,UaFybDMUm9LE,ARtC8ehrbdFO,"CLIENTE - 03/01/2026 21:38:39 - Boa tarde!

WHIZZ PÓS-VENDAS - 03/01/2026 21:39:06 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 03/01/2026 21:43:23 - Fiz uma compra de uma Sandália Crocs Classic Mega Crush Clog BLACK 38 no dia 14/12 e recebi no dia 22/12. 
Foi um presente e a pessoa está tentando trocar o tamanho l, mas não encontra o produto em loja. 
Gostaria de saber como devo proceder.

WHIZZ PÓS-VENDAS - 03/01/2026 21:43:44 - Olá, Gisele! 💚

WHIZZ PÓS-VENDAS - 03/01/2026 21:43:45 - Para trocar o tamanho da Sandália Crocs Classic Mega Crush Clog BLACK 38 que foi comprada online, você deve solicitar a troca pelo site https://crocs.troque.app.br. Lá, você vai preencher com o e-mail ou CPF usado na compra e o número do pedido, e seguir o passo a passo para a troca.

WHIZZ PÓS-VENDAS - 03/01/2026 21:43:45 - Importante:
A troca pode ser feita em até 90 dias corridos a partir da emissão da nota fiscal.
O produto deve estar nas mesmas condições de venda, com etiquetas e embalagens originais, sem sinais de uso.
Após enviar o produto para troca, você receberá um vale troca para usar no site.

WHIZZ PÓS-VENDAS - 03/01/2026 21:43:45 - Como a pessoa não encontrou o produto em loja física, essa é a forma correta para trocar o tamanho.

WHIZZ PÓS-VENDAS - 03/01/2026 21:43:45 - Se precisar de mais alguma orientação, estou aqui! 😊💚

CLIENTE - 03/01/2026 21:45:00 - Vc consegue me dizer que na loja online tem o tamanho 37?

WHIZZ PÓS-VENDAS - 03/01/2026 21:45:20 - Pedimos, por favor, que entre em contato com o nosso suporte através do link https://www.crocs.com.br/contato. Você pode mandar a sua dúvida ou solicitação que te retornaremos por lá 💚!

WHIZZ - 03/01/2026 22:10:00 - Vamos retomar nossa conversa?

CLIENTE - 03/01/2026 22:11:03 - Eu enviei uma mensagem para o suporte e estou aguardando resposta

WHIZZ - 03/01/2026 22:11:16 - Claro, Gisele! Enquanto você espera a resposta do suporte, posso te ajudar com mais alguma dúvida ou informação sobre os produtos Crocs? Estou aqui para o que precisar! 💚😊

CLIENTE - 03/01/2026 22:11:56 - Por enquanto não. 
Obrigada!

WHIZZ - 03/01/2026 22:12:10 - Claro, Gisele! 😊 Sempre que precisar, é só me chamar. Espero que você tenha um dia maravilhoso! 💚

WHIZZ - 03/01/2026 22:34:58 - Vamos retomar nossa conversa?",Não,Não,,,,,,,,,
crocs,mVaXFnYHEjLr,KjKO8Kvqgd2e,"CLIENTE - 05/01/2026 11:37:57 - Bom dia, tudo bem?!

ATENDENTE BOT - 05/01/2026 11:38:03 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 05/01/2026 11:38:04 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 11:38:21 - Vládia Bezerra Oliveira

ATENDENTE BOT - 05/01/2026 11:38:26 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 11:38:50 - Ajuda

CLIENTE - 05/01/2026 11:39:00 - Já comprei

CLIENTE - 05/01/2026 11:39:14 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 11:39:44 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 11:40:34 - Olá tudo bem? Bom dia, me chamo Vládia Bezerra Oliveira. Meu pedido da Crocs não chegou e no site consta como se o produto tivesse sido entregue. Conferi duas vezes ontem na portaria do meu condomínio e o produto não chegou.

Número do pedido: #1581962320522-01

O código do meu atendimento é: @061103d5-vEzKmXwflw-1

WHIZZ PÓS-VENDAS - 05/01/2026 11:41:03 - Olá, Vládia! 💚 Seu pedido nº 1581962320522-01 com a Sandália Crocs Bistro Pro LiteRide Clog BLACK 38 consta como entregue, com última atualização há 27 dias. A entrega estava prevista para 23/12/2025, mas pode ter ocorrido algum atraso ou problema na entrega.

WHIZZ PÓS-VENDAS - 05/01/2026 11:41:03 - Recomendo verificar com a transportadora usando o código de rastreamento AN341772991BR ou com a portaria do seu condomínio novamente. Se precisar, posso ajudar com os próximos passos para resolver essa situação.

CLIENTE - 05/01/2026 11:42:39 - Já foi verificado por mais de uma vez e não chegou a portaria. O fato é que comprei um produto à vista e não recebi qq produto. Como podemos resolver essa questão?!

WHIZZ - 05/01/2026 11:42:57 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Sim,Não,,,,,,,,,
crocs,ADF6saY1s6u1,roSVg9gnPBIg,"CLIENTE - 02/01/2026 13:52:45 - Outros assuntos

ATENDENTE BOT - 02/01/2026 13:52:53 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

WHIZZ PÓS-VENDAS - 02/01/2026 13:53:14 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 02/01/2026 13:53:30 - Reclamação

WHIZZ - 02/01/2026 13:53:45 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 02/01/2026 13:54:05 - 1",Não,Não,,,,,,,,,
crocs,9Bwms5Xi8ZKD,WLcNoIZNEqJd,"CLIENTE - 05/01/2026 13:53:51 - Bom dia

ATENDENTE BOT - 05/01/2026 13:53:56 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 05/01/2026 13:53:58 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 13:54:03 - Hugo

ATENDENTE BOT - 05/01/2026 13:54:08 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 13:54:09 - Quero falar com um atendente real

ATENDENTE BOT - 05/01/2026 13:54:13 - Não consegui entender a sua resposta. 😥😕 Poderia digitar apenas uma das opções exibidas?

CLIENTE - 05/01/2026 13:54:24 - Ajuda

CLIENTE - 05/01/2026 13:54:33 - Já comprei

CLIENTE - 05/01/2026 13:54:48 - Outros assuntos

WHIZZ PÓS-VENDAS - 05/01/2026 13:55:13 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 13:55:34 - Tudo bem, quero falar com um atendente real, humano

WHIZZ - 05/01/2026 13:55:49 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Não,Não,,,,,,,,,
crocs,cYJW3HhKbK5Y,wtFta1VlFZsE,"CLIENTE - 05/01/2026 12:24:07 - Olá tudo bem?

O código do meu atendimento é: @6196b345-vEzKmXwflw-1

ATENDENTE BOT - 05/01/2026 12:24:13 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 05/01/2026 12:24:14 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 12:24:32 - Ana beatriz

ATENDENTE BOT - 05/01/2026 12:24:36 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 12:24:47 - Ajuda

CLIENTE - 05/01/2026 12:25:15 - Já comprei

CLIENTE - 05/01/2026 12:28:34 - Outros assuntos

WHIZZ PÓS-VENDAS - 05/01/2026 12:28:58 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 12:29:11 - Olá, bom dia.

Realizei um pedido no dia 11/12/2025, com a finalidade de presenteá-lo no Natal. No entanto, até a presente data (05/01/2026), não recebi a mercadoria.

Ressalto que o status do pedido consta como “entregue”, o que não corresponde à realidade, uma vez que nenhuma entrega foi realizada no endereço informado.

Diante disso, exijo esclarecimentos imediatos sobre o ocorrido, bem como a regularização urgente da entrega do produto ou a adoção das providências cabíveis para solução do problema.

Pedido: # 1582732337005-01

Aguardo retorno com brevidade.

Atenciosamente,

WHIZZ PÓS-VENDAS - 05/01/2026 12:29:34 - Olá, Ana Beatriz! 💚 Seu pedido #1582732337005-01 com a Sandália Crocs NBA Bulls Elevated Classic Clog MULTI 40 consta como entregue, com última atualização em 12/12/2025 e entrega estimada para 18/12/2025. Porém, entendo que você não recebeu o produto.

WHIZZ PÓS-VENDAS - 05/01/2026 12:29:34 - Recomendo verificar com a transportadora usando o código de rastreamento AB820587848BR para mais detalhes da entrega. Se precisar, posso ajudar com os próximos passos para resolver essa situação.

CLIENTE - 05/01/2026 12:30:11 - Já tentei com a transportadora e nada resolve

WHIZZ PÓS-VENDAS - 05/01/2026 12:30:39 - Entendi, Ana Beatriz ❤️. A devolução do seu pedido 1582732337005-01 está com o status ""Aguardando Envio"". Caso precise de mais informações ou queira registrar alguma solicitação, por favor, me avise!

CLIENTE - 05/01/2026 12:31:06 - Não quero devolver. Quero RECEBER meu produto

WHIZZ PÓS-VENDAS - 05/01/2026 12:31:27 - Ana Beatriz, entendo sua situação e frustração 💚. O pedido consta como entregue, mas você não recebeu o produto. Para resolver isso, peço que entre em contato com o nosso suporte pelo link https://www.crocs.com.br/contato, onde poderão analisar seu caso com mais detalhes e ajudar na regularização da entrega. Estou aqui para o que precisar!

CLIENTE - 05/01/2026 12:31:52 - Já fiz isso e não obtive retorno.

WHIZZ - 05/01/2026 12:32:09 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 05/01/2026 12:32:58 - 1",Sim,Não,,,,,,,,,
crocs,AAJycGGbgb9a,E5FAhrHE0QyA,"CLIENTE - 05/01/2026 12:26:14 - Oi

ATENDENTE BOT - 05/01/2026 12:26:20 - Olá, Suzete, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 12:26:20 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 12:26:21 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 12:26:27 - Ajuda

CLIENTE - 05/01/2026 12:26:34 - Já comprei

CLIENTE - 05/01/2026 12:26:47 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 12:27:13 - Ótimo, Leandro! Para consultar o status do seu pedido, por favor, me informe o número do pedido, ou o e-mail ou CPF usado na compra. 💚

CLIENTE - 05/01/2026 12:27:20 - 00372961088

WHIZZ PÓS-VENDAS - 05/01/2026 12:27:41 - Leandro, o pedido número 00372961088 foi enviado, mas a entrega estava prevista para 30 de dezembro de 2025, ou seja, há 6 dias, e pode estar atrasada. 💚 Quer que eu te ajude com mais alguma coisa?

CLIENTE - 05/01/2026 12:27:59 - Rastreamento

WHIZZ PÓS-VENDAS - 05/01/2026 12:28:16 - No momento, não há código de rastreamento disponível para o seu pedido 00372961088, Leandro. 💚 Posso te ajudar em mais alguma coisa?

CLIENTE - 05/01/2026 12:28:35 - Falar com atendente

WHIZZ - 05/01/2026 12:28:51 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Não,Não,,,,,,,,,
crocs,CdW3hiKHCTR8,GOpAC8SSzEht,"CLIENTE - 02/01/2026 14:10:43 - Olá tudo bem?

O código do meu atendimento é: @b4cf2a94-vEzKmXwflw-1

CLIENTE - 02/01/2026 14:10:44 - Bom dia

CLIENTE - 02/01/2026 14:10:52 - Fiz uma compra há mais de um mês

CLIENTE - 02/01/2026 14:10:57 - E NUNCA me entregaram

CLIENTE - 02/01/2026 14:11:05 - Quero saber que palhaçada é essa

ATENDENTE BOT - 02/01/2026 14:11:06 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 02/01/2026 14:11:07 - Poderia me dizer o seu nome, por favor?

ATENDENTE BOT - 02/01/2026 14:11:11 - Poxa, esse não parece um nome válido. Vamos tentar novamente.

ATENDENTE BOT - 02/01/2026 14:11:12 - Poderia me dizer o seu nome, por favor?

CLIENTE - 02/01/2026 14:11:16 - Letícia

ATENDENTE BOT - 02/01/2026 14:11:21 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 02/01/2026 14:12:05 - Ajuda

CLIENTE - 02/01/2026 14:12:15 - Já comprei

CLIENTE - 02/01/2026 14:12:29 - Outros assuntos

WHIZZ PÓS-VENDAS - 02/01/2026 14:12:57 - Olá, Letícia!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 02/01/2026 14:13:14 - NÃO RECEBI MEU PEDIDO. COMPREI HÁ MAIS DE UM MÊS

CLIENTE - 02/01/2026 14:13:17 - FALTA DE RESPEITO

CLIENTE - 02/01/2026 14:13:19 - ABSURDO

WHIZZ PÓS-VENDAS - 02/01/2026 14:13:39 - Letícia, para que eu possa verificar o status do seu pedido e entender o que aconteceu com a entrega, por favor, poderia me informar o número do pedido, seu e-mail ou CPF usado na compra? 💚

CLIENTE - 02/01/2026 14:15:36 - 06806606318

WHIZZ PÓS-VENDAS - 02/01/2026 14:15:58 - Letícia, seu pedido com a Sandália Crocs Off Court Clog Infantil e Jibbitz™ foi entregue. O código de rastreamento é AN309149563BR. A entrega estava prevista para 16 de dezembro de 2025, mas foi atualizada como entregue. Se não recebeu, por favor, verifique com quem poderia ter recebido aí com você. 💚👟

CLIENTE - 02/01/2026 14:16:23 - NÃO FOI ENTREGUE

CLIENTE - 02/01/2026 14:16:28 - [IMAGEM]

CLIENTE - 02/01/2026 14:16:31 - Nem chegou em Teresina ainda

CLIENTE - 02/01/2026 14:16:34 - Como q entregaram

CLIENTE - 02/01/2026 14:16:36 - ??

CLIENTE - 02/01/2026 14:16:40 - Falar com atendente

WHIZZ - 02/01/2026 14:16:57 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 02/01/2026 14:17:08 - Quero falar com até

CLIENTE - 02/01/2026 14:17:11 - Atendente

ATENDENTE BOT - 02/01/2026 14:17:12 - Não consegui entender qual foi sua avaliação. Vamos tentar de novo.

CLIENTE - 02/01/2026 14:17:14 - 1

ATENDENTE BOT - 02/01/2026 14:17:15 - Não consegui entender qual foi sua avaliação. Vamos tentar de novo.

CLIENTE - 02/01/2026 14:17:18 - 1",Sim,Não,,,,,,,,,
crocs,KcU1JYhIUzFh,ZVyYhnhpN1vm,"CLIENTE - 02/01/2026 14:05:35 - Bom dia

ATENDENTE BOT - 02/01/2026 14:05:41 - Olá, Laura, bem-vindo(a) de volta!

ATENDENTE BOT - 02/01/2026 14:05:41 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 02/01/2026 14:05:42 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 02/01/2026 14:05:52 - Ajuda

CLIENTE - 02/01/2026 14:06:05 - Já comprei

CLIENTE - 02/01/2026 14:06:21 - Outros assuntos

WHIZZ PÓS-VENDAS - 02/01/2026 14:06:47 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 02/01/2026 14:07:56 - Não recebi os jibbtz que comprei. Consta como recebido, mas não chegaram

WHIZZ PÓS-VENDAS - 02/01/2026 14:08:18 - Olá, Laura! Para que eu possa verificar o status do seu pedido e ajudar com o problema dos Jibbitz que não chegaram, por favor, poderia me informar o seu e-mail usado na compra ou o número do pedido? 💚😊

CLIENTE - 02/01/2026 14:08:34 - lbellarosa@hotmail.com

WHIZZ PÓS-VENDAS - 02/01/2026 14:08:55 - Laura, o seu pedido dos Jibbitz™ Letra S e Flor de Pedras consta como entregue, com o código de rastreamento AN349596428BR. A entrega estava prevista para cerca de 10 dias atrás.

WHIZZ PÓS-VENDAS - 02/01/2026 14:08:55 - Se você não recebeu, recomendo verificar com a transportadora usando esse código ou no local onde a entrega costuma ser recebida. 💚✨

CLIENTE - 02/01/2026 14:09:57 - Não consigo verificar...a crocs que precisa ver sobre esse atraso

WHIZZ PÓS-VENDAS - 02/01/2026 14:10:23 - Laura, entendo sua preocupação. O pedido dos Jibbitz consta como entregue com o código de rastreamento AN349596428BR, mas se não recebeu, a Crocs pode abrir uma investigação junto à transportadora para esclarecer o atraso ou extravio.

WHIZZ PÓS-VENDAS - 02/01/2026 14:10:23 - Se desejar, posso te orientar sobre como iniciar esse processo ou encaminhar sua solicitação para análise. 💚

CLIENTE - 02/01/2026 14:11:17 - Os correios dizem que o pedido não chegou na unidade...ou seja, se perdeu

WHIZZ - 02/01/2026 14:11:34 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 02/01/2026 14:11:39 - Ou a crocs me envia o pedido ou me devolve o dinheiro",Sim,Não,,,,,,,,,
